StoryID	Title	Link	pubDate	PostNumLink	Story	NationalSociety	CountryCode	Language	Submitter	Image	Video	EmbedCode	City	Region	Latitude	Longitude
	He visto los dos extremos del ser humano: el dedicado y solidario y el que da la espalda	http://future-rcrc.com/testimonial/he-visto-los-dos-extremos-del-ser-humano-el-dedicado-y-solidario-y-el-que-da-la-espalda/	Tue, 07 Apr 2020 10:25:00 +0000	http://future-rcrc.com/?post_type=wpm-testimonial&p=218056	<strong>¿Cuál ha sido tu experiencia de voluntariado en Covid-19? </strong> Hola soy Sofia Mallorgas Formo parte del grupo de Voluntariado Social de la asamblea de Creu Roja Muntanya de Montserrat, Judith y Mar son nuestros ojos y nuestras manos a la hora de prepararnos para salir a cualquier labor social y ahora en este momento que vivimos del COVID-19 nos han formado en prevención y EPI para que podamos colaborar con los que más lo necesiten. Desde el primer llamamiento que hicieron al grupo de voluntari@s me ofrecí para poder ayudar, organizaron planning semanal con usuarios ya asiduos a la asamblea y otros nuevos, es un trabajo muy fluido gracias a su gestión. Salimos a entregar la compra, a llevar medicación, sacar basuras y entregarles lo mejor de nosotros con una mirada, una sonrisa, o el sonido de nuestra voz. Me resulta muy gratificante y me llena plenamente poder dedicar mi tiempo a mejorar la vida de otras personas, es el mejor “hobbie” que puedo tener. Y me emociono al escribirlo. <strong>¿Cómo ha cambiado el brote de coronavirus tu vida diaria?</strong> Mi vida laboral cesó desde el primer día de confinamiento sin saber cuándo iba a volver, mi hija dejó de ir al instituto y de hacer sus actividades y se sumó la labor de cuidar de mis mayores ya que mi madre dejó de acudir al centro de día. Es muy raro romper la monotonía de un día para otro es muy costoso mental y emocionalmente, como si te ataran de pies y manos. <strong>¿Qué has aprendido del brote de coronavirus?</strong> Lo débiles que podemos ser ante un “bichito” y lo mucho que puede unir a las personas que quieren luchar y ayudar. He visto los 2 extremos del ser humano: el dedicado y solidario y el que da la espalda. Por suerte el lado solidario es el que siempre triunfa. <strong>En el contexto de Coronavirus, ¿qué has hecho que te enorgullece?</strong> Colaborar en hacer más llevadero el confinamiento a personas mayores o positivos en cuarentena y no solo por la labor de proporcionarles la compra semanal o medicación sino porque agradecían escuchar nuestras voces a través de una puerta o ver nuestras caras, aunque fuese a unos metros de distancia, sus miradas y sus “gracias” eran abrazos. <strong>Como persona voluntaria, ¿cuál es el principal desafío durante este brote de Covid-19? </strong> El protocolo de prevención, el antes, el durante y el después de cada domicilio <strong>¿Qué has visto por primera vez debido a Covid-19?</strong> Lo traumático que puede ser guardar cuarentena y verse sin ayuda y sin saber cómo actuar <strong>¿Cómo crees que el ánimo y la esperanza pueden aumentar a través de nuestra respuesta al coronavirus?</strong> Creo que saber que pueden contar con nosotros para cualquier necesidad les da una tranquilidad que el aislamiento les roba	Spanish Red Cross	ES	Spanish	Sofia Mallorgas						40.463667	-3.74922
	Aquellos proyectos que conoces bien cobran nuevos matices	http://future-rcrc.com/testimonial/aquellos-proyectos-que-conoces-bien-cobran-nuevos-matices/	Tue, 07 Apr 2020 10:29:40 +0000	http://future-rcrc.com/?post_type=wpm-testimonial&p=218057	Al llegar al lugar donde realizas tu voluntariado y percatarte de que el ritmo que ya conoces no es el mismo, que se ha vuelto más frenético e intenso es cuando te das cuenta de la magnitud de la situación que vivimos. No en la televisión ni en la radio. Aquellos proyectos que conoces bien cobran nuevos matices, abarcan aún más acciones y te percatas de que cobran más importancia porque, sin descuidar a quien ya dabas todo tu cariño, sabes que quieres y debes llegar a más personas. Y aprendemos, como institución, como voluntarios, como personas… como parte de un gran engranaje bien preparado que se adapta a la perfección a todo aquello que la situación nos exigiera. Aparecen nuevas formaciones que nos han permitido afrontar el reto con mayor eficiencia y herramientas para el día a día, para nosotros y para el cuidado de los más vulnerables. Una situación sin precedentes que nos ha permitido estar todos a una, a sentirnos una sola fuerza unificada para y por las personas. Tomando más conciencia de la Universalidad de que todos seres humanos anhelamos lo mismo, la felicidad y que ahora vemos claramente que viene de la mano de una salud que nos permitirá afrontar lo que sea con optimismo. Y descubrir lo que dentro de cada uno ya sabemos, que la esperanza no se debe perder jamás. Y que en el trabajo de todos no puede faltar el amor por nuestra labor y por quienes la reciben, porque ese amor al entregar comida, medicinas, un techo o palabras de apoyo es la mejor vacuna que puede recibir una persona. Francesc Xavier Garcia i Mañé – Assamblea de Barcelona	Spanish Red Cross	ES	Spanish	Francesc Xavier Garcia i Mañé						40.463667	-3.74922
	En cualquier momento, estaría dispuesto a ayudar a las personas y preservar sus vidas	http://future-rcrc.com/testimonial/en-cualquier-momento-estaria-dispuesto-a-ayudar-a-las-personas-y-preservar-sus-vidas/	Tue, 07 Apr 2020 10:32:28 +0000	http://future-rcrc.com/?post_type=wpm-testimonial&p=218058	Aprendí en todas las crisis, especialmente en esta crisis del virus Corona. Como una puerta de misericordia abierta a la Cruz Roja Todos los voluntarios tienen héroes que se ponen en riesgo en una crisis para que las personas puedan vivir en paz y aprender qué es la Cruz Roja. No diferencia entre razas y está abierto a los necesitados. En todos los países, vi voluntarios de todos los países y nacionalidades reunidos en un solo corazón y ayudar a los necesitados en esta crisis. En cualquier momento, estaría dispuesto a ayudar a las personas y preservar sus vidas. Espero por Dios que esta crisis termina. También espero de Dios que los españoles y todas las personas del mundo vivan en paz.	Spanish Red Cross	ES	Spanish	Khalid Abdulwanis Mohamed Alhasadi 						40.463667	-3.74922
	He visto mucho desconocimiento, la gente está nerviosa y falta de recursos	http://future-rcrc.com/testimonial/he-visto-mucho-desconocimiento-la-gente-esta-nerviosa-y-falta-de-recursos/	Tue, 07 Apr 2020 10:34:02 +0000	http://future-rcrc.com/?post_type=wpm-testimonial&p=218059	He participado en la unidad de emergencia social yendo a comprar alimentos y/o medicamentos a personas vulnerables, colectivos de riesgo y afectados. Ha sido una experiencia muy agradecida Ha cambiado radicalmente ya que tenía dos trabajos y soy estudiante y todo se ha paralizado. Además practico deportes de montaña por lo tanto he dejado de hacer todo lo que estoy acostumbrada. He aprendido a reconocer los síntomas y a poder evitar el contagio a partir de la correcta prevención. Poder ayudar a la gente con la compra de comida y medicamentos además de dar indicaciones de cómo se puede evitar el contagio. Actuar como personal de la Cruz Roja, que la gente sepa que tienen nuestro apoyo y demostrar la gran faena social que hay detrás. También dar ejemplo de las medidas de seguridad para esta pandemia. He visto mucho desconocimiento, la gente está nerviosa y falta de recursos. Por otra parte también he visto mucha solidaridad y organización. Dando apoyo a la gente, demostrando que la gente vulnerable no está sola y puede contar con nosotros y sobretodo dando información real y transmitiendo un mensaje de tranquilidad	Spanish Red Cross	ES	Spanish	Alba Castany 						40.463667	-3.74922
	El gran alcance del virus COVID-19 hace que sea necesaria la ayuda de Cruz Roja en muchos y diferentes ámbitos	http://future-rcrc.com/testimonial/el-gran-alcance-del-virus-covid-19-hace-que-sea-necesaria-la-ayuda-de-cruz-roja-en-muchos-y-diferentes-ambitos/	Tue, 07 Apr 2020 10:35:59 +0000	http://future-rcrc.com/?post_type=wpm-testimonial&p=218060	El Coronavirus ha llegado sin apenas avisar y ha desmontado todo lo que creíamos “seguro”. Nos demuestra que el poder que creíamos tener de nada sirve ante una enfermedad de tal magnitud; ni el dinero, ni la tecnología, ni toda la inteligencia puede pararla y nos ha arrebatado lo más importante de todo y que hasta este momento no dábamos la suficiente importancia: El cariño, el contacto, las relaciones, con todos aquellos a los que más queremos. Poder colaborar y actuar como voluntario durante esta fatídica pandemia ha significado, por muchos motivos, una experiencia muy motivadora a la par que profunda. El gran alcance del virus COVID-19 hace que sea necesaria la ayuda de Cruz Roja en muchos y diferentes ámbitos. En mi caso personal, he podido colaborar en tres proyectos diferentes: <ul>   <li>Colaboración con la UES.</li>   <li>Abastecimiento de productos esenciales a personas mayores o con movilidad reducida.</li>   <li>Creación y mantenimiento de un albergue local para personas sin techo de nuestra localidad. Este proyecto me reporta una gran satisfacción ya que el cariño y agradecimiento recibido por estas personas es inmenso. Es una experiencia muy gratificante.</li> </ul>	Spanish Red Cross	ES	Spanish	José Montenegro						40.463667	-3.74922
	Experience with Kenyans on COVID-19	http://future-rcrc.com/testimonial/experience-with-kenyans-on-covid-19/	Tue, 07 Apr 2020 11:10:47 +0000	http://future-rcrc.com/?post_type=wpm-testimonial&p=218061	Being a volunteer I have been involved in COVId19 sensitization since it started in our country Kenya. To start with most of my country people thought it was a joke but finally it hit my country Kenya. As krcs nyandarua branch we actively involved our community members in our program of sensitization.I have been assigned the duty of training motorbike riders.some and a big number have been comparative to hear what I have to say to them while others rejects claming that the society should donate alot to them.from town to town I have volunteering to spread the news and especially the precautions put across by the krcs as well as ministry of health Kenya. In addition I took similar information to prisons in my area and they have been following the measures such as keeping social distance, washing hands regularly, staying home! Unless on duty! And coughing techniques	Kenya Red Cross	KE	English	Joseph Kirundi Nyambura	https://future-rcrc.com/wp-content/uploads/2020/04/IMG-20200326-WA0011.jpg					-0.023559	37.906193
	Las he visto de todos los colores y formas, pero cómo el Coronavirus, ninguna	http://future-rcrc.com/testimonial/las-he-visto-de-todos-los-colores-y-formas-pero-como-el-coronavirus-ninguna/	Tue, 07 Apr 2020 10:43:36 +0000	http://future-rcrc.com/?post_type=wpm-testimonial&p=218063	Mi nombre es Sergi, soy voluntario desde hace 31 años de servicios de socorros, emergencias y servicios preventivos en Cruz Roja; de los que vamos en las ambulancias. Las he visto de todos los colores y formas, pero cómo el Coronavirus, ninguna. A pesar de las recomendaciones que todo el mundo entiende, nuestro espíritu de voluntariado nos impide quedarnos en casa cuando fuera hay personas que lo están pasando peor que uno mismo. Pero como en Cruz Roja nos motiva hacer aquellas actividades que no están cubiertas por la sociedad y, por suerte, los servicios con ambulancia están dejando de ser una necesidad no cubierta, todos los voluntarios que venimos del área de socorros y emergencias nos estamos reinventado al ámbito social. Más ahora que hay una emergencia y hay gente que necesita socorro. Sin embargo, hay personas que viven en nuestras ciudades, en nuestros pueblos, que no pueden quedarse en casa. Mas que nada porque no tienen casa, no tienen hogar dónde confinarse durante el estado de alarma, no tienen sitio para poder protegerse del COVID-19. De modo que gracias y con coordinación con las administraciones locales, hemos habilitado un espacio público con duchas, cocina, habitaciones amplias, calefacción, espacios abiertos al aire libre y cerrados por si el tiempo no acompaña, para que todas las personas que no pueden quedarse en casa, ahora sí puedan hacerlo. Y en solo 3 días, el equipo de técnicos y voluntarios de nuestra sede local, ha habilitado con muchísimo esfuerzo éste espacio para acoger a todas aquellas personas sin hogar que quieran, como tu o como yo, tener un sitio dónde estar para no contagiarse y, sobre todo, no contagiar a los demás por la calle. En solo 3 días hemos habilitado 30 camas, 4 comidas al día dos de las cuales son calientes, y ya, 17 hombres y mujeres se refugian del maldito Coronavirus en nuestro albergue, su albergue. Van llegando poco a poco. Pero no todas las personas que vienen se quedan: como a ti como a mí, no les gusta estar confinados y, a pesar de “vender” el espacio lo mejor que podemos para que se queden, a pesar de intentar concienciarlas de la importancia del confinamiento para su seguridad y la de los demás, alguna no se quiere quedar. Te cuentan sus atropelladas vidas para justificar su decisión e incluso alguna, a pesar de que nos reproche que “cuando terminemos nuestro turno aquí, nos iremos a nuestras casas con cama y comida caliente”, nosotros seguiremos estando a su lado para que, si algún día cambia de opinión, tenga unas manos, un corazón y una Cruz que la acoja. La Cruz Roja.	Spanish Red Cross	ES	Spanish	Sergi Humbert						40.463667	-3.74922
	Durante esta cuarentena y situación de crisis estoy aprendiendo que necesitamos muy poco para ser feliz	http://future-rcrc.com/testimonial/durante-esta-cuarentena-y-situacion-de-crisis-estoy-aprendiendo-que-necesitamos-muy-poco-para-ser-feliz/	Tue, 07 Apr 2020 10:45:07 +0000	http://future-rcrc.com/?post_type=wpm-testimonial&p=218064	Empecé mi experiencia de voluntariado en esta situación de pandemia casi desde el primer día de confinamiento. He intentado ayudar desde cualquier sitio que hiciese falta, ya fuera preparar lotes de alimentos, entregarlos, hacer reparto a personas vulnerables, participar en el albergue social, básicamente, donde hiciese falta. Si que es verdad que conforme van pasando los días muchos voluntarios empiezan a quedarse en casa, ya sea por miedo, porque se han enfermado o cualquier cosa, que es totalmente comprensible ya que es una situación bastante delicada, aun así, el voluntariado es muy fuerte y siempre hay manos para intentar aportar nuestro granito de arena. El brote de coronavirus ha cambiado mi vida diaria casi por completo, no puedo realizar mis clases con normalidad, practicar deporte en el exterior como suelo hacer, el voluntariado que realizaba por las tardes con los infantes de Cruz Roja, básicamente lo único que mantengo igual son las tardes/noches. Durante esta cuarentena y situación de crisis estoy aprendiendo que necesitamos muy poco para ser feliz, ya nada piensa en viajes que hacer, que plan hacer el finde, donde ir a comer o cenar, la mayoría ansiamos pasar un rato con nuestros seres queridos que hace semanas que nos vemos y disfrutar de su compañía y amor. Siendo voluntaria el mayor desafío que nos enfrentamos es poder abastecer y acompañar a todas aquellas personas que más lo necesitan, ya lo dice el eslogan de cruz roja, al lado de los que nos necesitan. Hay muchas personas que están pasando una mala situación, ya sea económica o social y muchas entidades que antes ayudaban a esas personas están cerradas, así que tenemos mucho más terreno que abarcar con unos recursos escasos, pero aun así lo lograremos.	Spanish Red Cross	ES	Spanish	Marta Baldanta						40.463667	-3.74922
	He aprendido que las personas pueden afrontar situaciones inimaginables si se apoyan y colaboran unos con otros	http://future-rcrc.com/testimonial/he-aprendido-que-las-personas-pueden-afrontar-situaciones-inimaginables-si-se-apoyan-y-colaboran-unos-con-otros/	Tue, 07 Apr 2020 10:49:13 +0000	http://future-rcrc.com/?post_type=wpm-testimonial&p=218065	<strong>¿Cuál ha sido tu experiencia de voluntariado en Covid-19? Cuéntanos tu historia</strong> Mi experiencia en esta emergencia es en servicios asistencial y de proximidad. Recogida de alimentos y seguimiento telefónico a mayores y menores. <strong>¿Cómo ha cambiado el brote de coronavirus tu vida diaria?</strong> El confinamiento fue en un principio algo impensable para mí. Y como se ve caótica para todos. <strong>¿Qué has aprendido del brote de coronavirus?</strong> He aprendido que las personas pueden afrontar situaciones inimaginables si se apoyan y colaboran unos con otros. <strong>En el contexto de Coronavirus, ¿qué has hecho que te enorgullece?</strong> Me enorgullece trabajar por y para el servicio a los demás. <strong>Como persona voluntaria, ¿cuál es el principal desafío durante este brote de Covid-19?</strong> El desafío es no perder las fuerzas ni la ilusión para continuar ayudando a mis conciudadanos en la medida de mis posibilidades. <strong>¿Qué has visto por primera vez debido a Covid-19?</strong> La unidad de esfuerzos en la lucha, la empatía y la entrega. <strong>¿Cómo crees que el ánimo y la esperanza pueden aumentar a través de nuestra respuesta al coronavirus?</strong> Gracias a todo el apoyo y servicios de cruz roja, muchas personas mantienen el ánimo y la esperanza para poder superar esta crisis.	Spanish Red Cross	ES	Spanish	Ángel Vicente Carbonell Lorente						40.463667	-3.74922
	Es un reto todos los días al no saber qué va a pasar	http://future-rcrc.com/testimonial/es-un-reto-todos-los-dias-al-no-saber-que-va-a-pasar/	Tue, 07 Apr 2020 10:51:54 +0000	http://future-rcrc.com/?post_type=wpm-testimonial&p=218066	<strong>¿Cuál ha sido tu experiencia de voluntariado en Covid-19? Cuéntanos tu historia</strong> La experiencia es muy gratificante al poder ayudar a otras personas en la situación en la que estamos, al ser personas con más riesgo que no pueden salir de casa, aunque sea solo el llamarles para hablar con ellos un rato y que se les haga más ameno <strong>¿Cómo ha cambiado el brote de coronavirus tu vida diaria?</strong> ha cambiado en las relaciones cotidianas sobre todo en lo que se refiere a los sentimientos, más variados y opuestos, simpatía y antipatía, Amor y odio qué descubrimos en casa por ser casi el exclusivo espacio cotidiano. el hogar. Pulir esos sentimientos para ser mejores <strong>¿Qué has aprendido del brote de coronavirus?</strong> a valorar más las cosas, a ser más empáticos, que las fronteras no existen somos todos iguales y que todos unidos podemos. Sonreír al ver como la naturaleza respira <strong>En el contexto de Coronavirus, ¿qué has hecho que te enorgullece?</strong> el poder ayudar a esas personas que lo necesitan, me llena mucho. Me hace recordar el motivo por el que soy voluntaria <strong>Como persona voluntaria, ¿cuál es el principal desafío durante este brote de Covid-19?</strong> Es un desafío mental y físico. Es un reto todos los días al no saber qué va a pasar, al estar expuestos con todo lo que nos rodea. pero con la positividad de que va a salir todo bien <strong>¿Qué has visto por primera vez debido a Covid-19?</strong> Dentro de todo este caos, lo primero que he visto es la solidaridad de las personas, me alegra saber que no miramos colores ni banderas solo personas y unidas <strong>¿Cómo crees que el ánimo y la esperanza pueden aumentar a través de nuestra respuesta al coronavirus?</strong> Es un poco difícil por el miedo que tenemos ante lo desconocido, pero no imposible, creo que necesitamos que sean sensatos y sinceros, que nos transmiten tranquilidad esa tranquilidad nos da esperanza	Spanish Red Cross	ES	Spanish	Inmaculada Más Barceló						40.463667	-3.74922
	He aprendido que la vida es fugaz y maravillosa al mismo tiempo	http://future-rcrc.com/testimonial/218067/	Tue, 07 Apr 2020 10:54:02 +0000	http://future-rcrc.com/?post_type=wpm-testimonial&p=218067	Mi experiencia en COVID-19 és de lucha y hace que saque lo mejor de mi para ayudar en este caso a los usuarios y usuarias a sobrellevar mejor esta situación.Este brote me ha cambiado la vida, me levanto con ganas y ilusion de ayudar a todas mis usuarias y usuarios. He aprendido que la vida es fugaz y maravillosa al mismo tiempo, ha conseguido que valore la esencia de nuestro paso por este mundo.Me enorgullece ayudar diariamente poder ayudar con mis llamadas y subir el estado de ánimo a todas aquellas personas que mo soón muy optimistas.El desafio más grande que he tenido durante estos dias ha sido ayudar a uno de mis usuarios que sufria probablemente el COVID-19 y tenia que lidiar al mismo tiempo con sus enfermedades crónicas. Lo que he visto por primera vez debido a esta enfermedad són usuarios que sin estar enfermos desean morir alegando que es su hora y aqui  entra el trabajo que realizo como voluntaria, intento transmitir de la mejor manera posible tranquilidad, paz, confianza y optimismo frente a esta situación.	Spanish Red Cross	ES	Spanish	Noelia Ballester Anguix						40.463667	-3.74922
	Yo antes era de las personas que solo pensaban en su felicidad sin importarle la felicidad de los demás	http://future-rcrc.com/testimonial/yo-antes-era-de-las-personas-que-solo-pensaban-en-su-felicidad-sin-importarle-la-felicidad-de-los-demas/	Tue, 07 Apr 2020 10:56:16 +0000	http://future-rcrc.com/?post_type=wpm-testimonial&p=218068	Bueno ante todo dar las gracias por contar conmigo en esta situación, Hace unos meses empecé a estudiar para especializarme en atención sanitaria inicial y logística en situaciones de atención a múltiples víctimas y catástrofes sin esperarme que íbamos a vivir esta situación que estamos pasando ahora mismo. Gracias a la oportunidad que me habéis dado como voluntario me he dado cuenta de lo real de estas situaciones y la importancia de especializarme en esta área para poder aportar todo lo aprendido. Como voluntario me he dado cuenta de la importancia de ayudar a los que lo necesitan porque ante crisis así son los que mas necesitan los recursos para que en estos momentos les afecten lo menos posible y puedan recuperarse antes de estas situaciones. De todo esto he aprendido la capacidad de las personas para sobrellevar todo esto por que pese a esta crisis todo el mundo esta aportando su granito de arena dando su apoyo desde sus casas, los profesionales haciendo turnos interminables sin importarles nada mas que en ayudar y como no las personas que se ofrecen como voluntarios o hacen donaciones para quien lo necesita, y todo esto para conseguir entre todos que pase cuanto antes esta crisis y nos afecte lo menos posible. Lo que enorgullece de mi experiencia en esta situación es darme cuenta de la satisfacción que me produce ayudar a las personas que lo están necesitando ahora mismo y saber que estarán aternamente agradecidos de la pequeña parte que he aportado por ayudar, yo antes era de las personas que solo pensaban en su felicidad sin importarle la felicidad de los demás y no es así porqué ahora mismo pienso que me hace mas feliz ver salir para alante a quien lo necesita que mi propia felicidad. Como persona voluntaria mi desafío es aportar mi granito de arena para hacer posible salir cuanto antes de esta crisis y sin duda seguiré aportándolo durante muchos años como voluntario porque desgraciadamente personas necesitadas siempre van a haber y siempre van ayudar que se les ayude día a día. Pienso que gracias al trabajo que esta realizando Cruz Roja siempre va a haber personas que agradezcan durante toda su vida la magnifica labor que están realizando.	Spanish Red Cross	ES	Spanish	Andres Jose Montagut Edo 						40.463667	-3.74922
	Poder ponerse el chaleco Cruz Roja es un honor. El equipo es como una familia	http://future-rcrc.com/testimonial/poder-ponerse-el-chaleco-cruz-roja-es-un-honor-el-equipo-es-como-una-familia/	Tue, 07 Apr 2020 12:46:36 +0000	http://future-rcrc.com/?post_type=wpm-testimonial&p=218130	Soy voluntaría desde algunos días en Cruz Roja, haciendo de todo: atender al teléfono, preparar packs de comida, distribución de alimentos, etc. Lo que he visto es la soledad desesperante de la gente que no tiene nada, sobre todo, los mayores. Es la vida diaria de los voluntarios en Cruz Roja. Pero con el Covid-19, siento que las organizaciones que tendrían que estar al servicio de la población (el ayuntamiento por ejemplo) no es capaz de atender de manera eficaz y desvían su trabajo en las espaldas de la Cruz Roja. El principal desafío es tener que depender de ellos para hacer bien nuestro trabajo. Tengo la sensación que no están cumpliendo con sus deberes y es muy frustrante. Poder ponerse el chaleco Cruz Roja es un honor. El equipo es como una familia. Todo el mundo se cuida, todo el mundo esta pendiente del uno y del otro. A parte sentirme útil, me siento agradecida de poder hacer parte de ese grande equipo y trato de concentrarme en los pequeños gestos que hacen toda la diferencia en el dia de alguien. Aunque estamos viendo cosas muy difíciles, afrontándonos a la pobreza, desesperación y soledad de la gente, la Cruz Roja tiene el poder de regalar sonrisas gratis a la gente, que valen todas las penas del mundo. Gracias de corazón, por enseñarnos vuestra humanidad, por ser tan valientes y inspirantes.	Spanish Red Cross	ES	Spanish	Sinead Shannon-Roche						40.463667	-3.74922
	El lunes 30 fui voluntaria por primera vez a Cruz Roja	http://future-rcrc.com/testimonial/el-lunes-30-fui-voluntaria-por-primera-vez-a-cruz-roja/	Tue, 07 Apr 2020 12:50:18 +0000	http://future-rcrc.com/?post_type=wpm-testimonial&p=218135	El lunes 30 fui voluntaria por primera vez a Cruz Roja ,Tuvimos una reunión con el vicepresidente y se asignaron los roles de cada uno , a  mi me tocó atender el teléfono, recogiendo las demandas que entraban por esa via,fue una experiencia muy gratificante y un ambiente de trabajo excelente! Yo teletrabajo y solo salgo de casa para comprar cada 15 dias pero durante este tiempo me ha dado para entender la  importancia de los sectores que ahora están levantando el país. También he aprendido a valorar más mi tiempo libre y a gestionar 24 horas sola en casa que no  es tarea fácil!En mi trabajo participamos en dos proyectos que acaban de iniciarse sobre covid-19. Trabajo en el área de investigación en vacunas. Me enorgullece participar como voluntaria en la Cruz Roja y aportar mi granito de arena. Espero poder ayudar todo lo posible y no contagiarme, terminar esta cuarentena sin volverme loca porque la soledad es difícil de gestionar…	Spanish Red Cross	ES	Spanish	Soledad Muñoz Ramirez						40.463667	-3.74922
	Prepare face shield by my self (PPE)	http://future-rcrc.com/testimonial/prepare-face-shield-by-my-self-ppe/	Tue, 07 Apr 2020 16:17:28 +0000	http://future-rcrc.com/?post_type=wpm-testimonial&p=218136	Because of the ongoing COVID-19 crisis all over the world is facing a lack of PPE, especially face masks and face shields. I had little idea and thought some why we can't make face shield? I went shopping for some items and made face shields. Just checked. Really. It is very good. It protects my full face. Now I am using this for face contact and aerosol procedures with my nursing staff. That's the way I helped my staff and facility.	Qatar Red Crescent	QA	English	LASANTHA SANJEEWA TENNAKOON	https://future-rcrc.com/wp-content/uploads/2020/04/IMG-20200407-WA0001.jpg					25.354826	51.183884
	hoy he llorado al escuchar a una chica decirme si podía darle cita para mañana y no para el miércoles, sólo tenía pan para comer	http://future-rcrc.com/testimonial/hoy-he-llorado-al-escuchar-a-una-chica-decirme-si-podia-darle-cita-para-manana-y-no-para-el-miercoles-solo-tenia-pan-para-comer/	Tue, 07 Apr 2020 13:46:56 +0000	http://future-rcrc.com/?post_type=wpm-testimonial&p=218138	Soy voluntaria de Cruz Roja en la Asamblea Local de Alzira y me he incorporado como voluntaria hace 4 días. He sabido que hacía falta gente, y quería ayudar ahora que no estoy trabajando. Las dos mañanas en la asamblea de Alzira he estado llamando a las personas que reciben alimentos, para darlas cita y hora de recogida. Me he dado cuenta que Cruz Roja hace mucho trabajo y hacen falta más recursos, humanos y económicos. Como anécdota... hoy he llorado al escuchar a una chica decirme si podía darle cita para mañana y no para el miércoles, sólo tenía pan para comer. Una más divertida; viernes empecé una conversación telefónica diciendo que llamaba del hotel donde yo trabajo, la costumbre...	Spanish Red Cross	ES	Spanish	María Jesús García Cervera						40.463667	-3.74922
	Hoy ha sido mi primer día como voluntaria en Cruz Roja	http://future-rcrc.com/testimonial/hoy-ha-sido-mi-primer-dia-como-voluntaria-en-cruz-roja/	Tue, 07 Apr 2020 13:48:16 +0000	http://future-rcrc.com/?post_type=wpm-testimonial&p=218139	Soy voluntaria de Cruz Roja en la Asamblea Local de Alzira y hoy ha sido mi primer día como voluntaria en Cruz Roja, he llevado a cabo las llamadas de acompañamiento telefónico. Estar aquí era algo que tenía en mente, y a pesar de la situación que vivimos en este momento he pensado que era ahora cuando más debemos ayudar. Es muy bonito poder dedicar mi tiempo ayudando, es una labor social muy importante la que hace Cruz Roja y quiero formar parte de esto.	Spanish Red Cross	ES	Spanish	Paula Colomer Mera						40.463667	-3.74922
	La experiencia de voluntariado está siendo fantástica	http://future-rcrc.com/testimonial/la-experiencia-de-voluntariado-esta-siendo-fantastica/	Tue, 07 Apr 2020 13:49:24 +0000	http://future-rcrc.com/?post_type=wpm-testimonial&p=218140	En Cruz Roja, es la primera vez que participo como voluntaria.  Estoy pendiente de incorporarme como Jefe de Equipo para el Sorteo del Oro, que ha quedado paralizado por el COVID19 y he decidido realizar voluntariado. Me he incorporado como voluntaria de Cruz Roja en la Asamblea Local de Alzira con motivo de la emergencia por el COVID19. Hasta el momento han sido dos intervenciones como voluntaria y la experiencia de voluntariado está siendo fantástica.	Spanish Red Cross	ES	Spanish	Maria Dolores Lara Rodrigo						40.463667	-3.74922
	Estaba una semana solo con leche y galletas...	http://future-rcrc.com/testimonial/estaba-una-semana-solo-con-leche-y-galletas/	Tue, 07 Apr 2020 13:50:57 +0000	http://future-rcrc.com/?post_type=wpm-testimonial&p=218141	Hoy he ido por primera vez a Cruz Roja, nunca había pertenecido ni colaborado en la entidad peo ahora, dada la situación y que tengo tiempo, me he lanzado. He estado realizando llamadas para organizar el reparto de alimentos y la sensación ha sido muy buena, aunque la situación es complicada, creo que se está haciendo una labor fundamental. La anécdota quizás la alegría de una mujer al recibir mi llamada, estaba una semana solo con leche y galletas...	Spanish Red Cross	ES	Spanish	María Sales Vives Hidalgo						40.463667	-3.74922
	Llamada tras llamada se repetía el agradecimiento de toda la gente con la que he podido contactar	http://future-rcrc.com/testimonial/llamada-tras-llamada-se-repetia-el-agradecimiento-de-toda-la-gente-con-la-que-he-podido-contactar/	Tue, 07 Apr 2020 13:52:08 +0000	http://future-rcrc.com/?post_type=wpm-testimonial&p=218142	Soy voluntaria de Cruz Roja en la Asamblea Local de Alzira desde hace poco menos de un año, me incorporé en agosto del año pasado. He participado en el proyecto de Inclusión social de Niños y Niñas en riesgo de exclusión social (INN), en los repartos de alimentos (FEAD) y en el Juguete Educativo, también en diversas campañas de sensibilización y en la actualidad estoy participando en el proyecto "Enred@te" y tomando fotos de las distintas actividades que se realizan en la asamblea. Llamada tras llamada se repetía el agradecimiento de toda la gente con la que he podido contactar, por la preocupación que tienen ante la situación que estamos viviendo	Spanish Red Cross	ES	Spanish	Meivel Vanessa Ruiz Prado						40.463667	-3.74922
